NPI,NDC,Units,UnitCost
5,3402,2926,308.45
7,1236,63,187.58
8,4096,844,357.89
10,2172,691,168.92
3,4275,2927,158.52
10,1272,1835,141.76
9,2741,1390,33.45
10,1224,714,107.67
7,809,334,479.26
5,156,2924,243.97
3,2158,2926,139.73
2,2286,2934,113.24
7,4412,774,230.34
10,2138,2002,432.91
2,4213,2934,227.21
1,924,79,315.39
3,475,2924,483.29
4,2216,2923,7.35
4,1025,2919,122.19
2,3477,2933,273.59
6,2590,785,349.13
5,4841,2923,488.37
10,4843,1562,403.01
9,4252,316,402.15
9,2045,2355,436.06
6,2432,462,502.4
6,1960,2295,191.46
8,2793,1870,218.82
7,1007,1096,372
3,1158,2923,31.54
8,2858,830,468.08
9,283,1651,83.89
10,4022,1798,126
5,2924,2922,210.87
3,4142,2921,461.45
6,771,2113,324.14
5,1748,2921,408.74
2,61,2933,332.29
6,1053,2140,94.14
8,1896,740,306.72
3,1951,2921,148.17
8,4635,2738,232.29
9,3819,2917,153.44
5,3975,2920,225.97
9,1853,1462,456.13
5,2824,2919,469.29
9,3882,2187,217
2,1501,2933,175.15
1,2144,80,482.24
3,2908,2921,284.87
6,1262,663,260.21
3,1081,2920,160.57
1,2672,80,373.76
8,780,2791,106.49
4,3548,2919,195.74
5,38,2919,256.41
9,3029,1576,255.49
9,3691,1016,173.03
10,2908,1827,33.67
5,260,2919,162.9
2,3423,2932,222.85
3,98,2920,319.57
3,2990,2920,257.08
1,1278,82,83.26
10,2166,1312,446.28
9,18,2535,158.95
5,2224,2919,230.47
10,1273,2843,253.32
3,4861,2919,331.05
7,3666,2809,59.05
1,3225,83,201.13
8,2817,1960,27.65
7,3163,1561,260.47
4,3259,2919,226.99
8,4169,856,79.42
9,3825,853,171.92
9,3986,49,375.61
7,2150,920,474.25
4,4916,2919,147.3
8,2529,1671,362.56
9,4473,2753,254.08
1,3431,83,97.57
4,2452,2919,357.2
4,2672,2918,107.85
3,2751,2917,437.28
10,4965,1849,336.22
3,4366,2916,415.82
6,3171,1180,451.74
4,191,2918,258.04
4,2772,2917,339.36
7,3151,2966,431.99
2,445,2932,343.33
4,1644,2917,197.91
2,2954,2931,261.97
2,3083,2931,500.5
10,4906,2862,267.09
3,4663,2916,172.75
8,1124,2852,466.25
9,1108,789,291.47
7,13,412,205.78
10,1997,3,219.49
4,2043,2917,262.3
7,3736,851,14.14
6,3936,1378,348.38
2,4136,2931,119.84
2,1954,2930,186.83
4,1023,2917,184.54
9,2699,945,337.94
4,2816,2916,427.68
9,2017,2236,455.48
2,2342,2930,229.36
4,1849,2916,303.7
10,363,113,5.28
7,4940,560,167.54
10,2205,518,65.41
1,1973,84,137.04
2,1773,2929,366.95
4,1059,2916,347.49
4,317,2914,27.07
5,606,2918,235.44
10,4663,425,18.21
6,849,2800,82.09
7,2393,157,348.04
8,501,1497,76.21
9,4086,2572,71.87
5,1596,2918,419.21
6,4511,1349,177.23
10,1430,717,189.11
4,3926,2913,146.72
2,1097,2928,306.98
7,2952,1528,499.14
7,1602,153,283.85
3,1415,2914,499.59
2,2861,2928,259.4
5,998,2917,215.77
8,4366,1611,351.07
1,2518,84,375.46
9,467,2979,487.71
4,3994,2913,500.29
2,2179,2927,397.81
8,4080,2924,312.8
3,2485,2912,412.35
1,2488,84,79.97
3,3510,2912,18.75
4,1925,2912,189
7,2827,1327,335.5
3,1372,2912,103.71
10,4474,2645,34.03
3,2667,2910,120.22
6,4297,2671,17.59
3,2473,2909,467.6
6,4908,2235,61.11
5,438,2917,326.88
5,4701,2916,311.47
7,3461,2042,328.46
9,2284,838,430.62
3,313,2907,22.81
4,4542,2912,319.58
6,2584,1057,305.74
2,644,2927,6.04
5,4777,2916,5.84
3,344,2907,496.44
1,907,85,141.28
7,4795,2171,245.87
5,3843,2915,467.15
1,104,85,94.05
10,484,777,205.8
2,2173,2926,244.14
4,4387,2912,375.14
6,4952,2114,201.36
6,1964,2757,130.44
3,4264,2906,495.37
9,3797,1506,138.71
9,3326,2848,393.58
5,1428,2913,426.36
6,4147,2541,431.69
1,728,86,283.21
3,1687,2906,103.02
4,2367,2910,270.97
2,1596,2926,389.21
2,918,2925,404.31
10,1963,114,407.36
1,4676,89,426.42
1,1118,89,493.81
8,448,1291,165.1
2,799,2924,344.03
2,3054,2923,250.72
2,4359,2923,287.66
1,2727,90,264.85
1,1446,90,161.4
4,1940,2910,188.56
1,4813,92,262.46
6,3517,2010,405.78
10,765,163,76.37
7,2106,1180,498.12
4,1091,2910,388.05
7,3302,2561,436.77
1,4542,93,335.5
1,3928,93,265.42
8,1129,2395,239.03
7,346,2157,346.37
10,2553,213,494.87
2,3288,2922,441.29
1,852,93,395.15
2,3703,2922,109.98
5,2087,2913,402
1,4979,93,378.14
5,3709,2913,140.26
9,4328,219,226.29
1,3765,93,438.46
7,4078,106,345.7
2,4415,2921,446.97
4,2425,2909,175.61
9,1467,2318,256.61
1,3783,94,391.42
3,774,2906,430.94
1,2683,94,240.23
1,235,94,379.79
1,637,94,73.79
9,2535,2315,16.14
6,978,2458,475.68
5,2606,2912,315.91
4,3217,2908,396.02
7,3000,2262,197.15
4,234,2908,434.63
7,3076,2060,472.89
8,4088,1550,414.66
3,4608,2904,100.92
4,4349,2907,388.44
7,4718,2059,428.39
10,4972,1978,433.94
10,3087,1527,481.66
2,4135,2920,91.33
2,990,2919,294.28
1,4603,96,462.39
6,2396,2460,36.1
5,4180,2912,182.18
1,4482,97,179.69
4,83,2907,187.77
1,4659,98,408.9
9,4191,2913,52.33
2,116,2917,216.52
3,4866,2904,461.45
9,4452,1049,295.17
8,2571,2152,264.51
4,4978,2906,372.42
6,80,1179,438.21
8,4092,1813,475.83
5,4713,2911,42.31
7,2312,2192,167.5
7,2165,635,152.98
7,2918,1667,416.57
9,3605,2620,270.16
1,4318,99,411.07
6,2138,2145,188.97
8,3358,676,443.19
10,4379,169,324.87
8,4282,1688,128.7
5,4634,2910,473.41
7,4534,2771,356.48
8,2549,1403,198.47
3,1719,2903,114.91
3,3671,2903,257.68
1,493,99,74.08
8,1009,2660,53.97
7,211,101,449.73
8,15,1379,342.26
7,3349,771,380.78
7,295,264,479.9
5,45,2909,92.56
2,320,2916,344.24
9,1639,1171,187.09
7,1811,874,266.46
4,681,2906,140.98
2,678,2916,429.01
8,3564,1737,503.02
6,3134,2557,9.05
1,1955,100,183.56
1,469,100,450.68
6,382,717,227.67
9,1077,1968,191.43
1,2370,101,436.17
4,2564,2906,118.51
4,3485,2905,366.49
8,1041,1747,335.59
1,988,101,370.03
7,985,2939,259.4
3,1728,2902,500.97
7,4739,2222,82.33
7,2783,1546,312.53
4,1405,2905,156.89
7,4700,1530,122.77
10,1615,1356,269.14
3,3554,2901,345.07
2,2242,2915,188.45
2,3437,2915,457.38
9,83,1354,127.88
8,3448,2712,306.55
9,886,550,14.64
3,1237,2901,450.49
6,3870,1438,239.76
1,1840,102,461.25
5,71,2908,387.98
3,2691,2900,136.16
7,2980,2153,443.06
1,3043,102,238.61
3,3590,2900,76.68
2,1946,2914,180.14
5,576,2908,212.57
3,2928,2900,237.44
5,2447,2907,146.11
2,837,2913,91.39
7,3272,1989,74.26
5,4046,2906,41.97
9,4183,182,25.26
3,4386,2899,246.57
2,3383,2913,106.34
8,2448,1966,43.72
2,2567,2912,183.71
1,1457,102,218.01
9,36,1872,132.93
5,3965,2906,270.19
6,3311,1504,200.59
10,2122,8,243.9
4,3694,2903,191.16
10,901,1190,322.47
7,143,760,260.78
5,4637,2906,201.82
3,3572,2896,306.68
6,623,2169,110.8
1,911,103,6.55
1,4445,105,489.11
1,3618,105,134.53
8,2989,649,165.37
6,3202,1914,364.03
4,2280,2903,343.63
7,1947,2723,134.09
1,3430,105,35.28
5,3773,2906,275.16
6,960,2283,43.19
1,896,106,302.13
4,3771,2902,269.34
6,2944,296,17.37
8,4278,2117,47.47
3,2841,2896,346.52
10,628,2437,317.87
8,1064,1081,328.44
1,399,106,116.35
8,591,2684,232.58
2,1895,2911,217.3
5,3297,2906,491.71
2,2759,2910,351
6,394,1376,94.46
6,2149,2329,456.4
9,3722,675,455.4
8,2096,2058,377.31
7,2397,2461,110.55
9,2069,1087,194.02
9,3425,982,64.91
9,4953,490,422.02
6,1949,2504,54.44
4,549,2901,415.59
2,3096,2910,48.27
6,2153,1495,181.92
7,2913,1762,297.04
3,1992,2896,342.74
7,2961,1774,109.39
8,1044,2388,94.67
2,471,2910,96.43
8,4784,2603,81.81
5,2059,2904,283.7
4,2365,2901,146.01
1,4208,107,302.83
6,2160,1524,85.96
7,2557,2647,166.05
6,4870,1620,392.37
4,1329,2901,501.19
9,880,1079,291.01
2,255,2909,36.36
8,4578,1990,333.18
4,1534,2900,165.01
9,3943,2820,376.07
7,2123,1504,461.78
3,3562,2895,374.96
1,4143,107,277.56
6,1041,2140,465.87
9,4863,2158,220.35
7,4896,2653,302.76
7,1575,429,427.21
7,2559,2482,134.71
4,192,2900,34.87
6,1005,454,213.72
10,1381,1414,37.64
7,2666,1735,246.21
1,1266,108,307.93
2,382,2909,496.92
1,662,108,55.53
3,3240,2895,237.15
1,2880,109,253.64
10,504,2421,80.63
10,816,1623,341.97
7,4521,2255,280.43
10,1850,2148,126.02
1,614,110,493.3
9,4607,2331,416.04
4,1967,2898,117.71
4,4438,2898,484.68
8,1182,2577,210.71
6,2933,2103,337.25
2,1723,2907,479.77
9,1001,1413,160.23
2,3276,2906,175.99
3,3448,2894,390.5
9,2601,1315,55.35
1,1427,110,126.57
1,3825,110,304.8
7,1920,991,95.98
3,973,2893,466.46
2,4894,2906,116.39
9,2151,2827,497.56
7,3311,419,158.06
1,3785,111,90.93
8,1193,2046,190.97
10,2215,2444,37.47
4,1872,2898,228.35
7,4530,2151,464.46
1,314,111,127.87
1,1727,112,449.53
9,475,269,253.03
5,1853,2901,342.7
3,2906,2893,352.97
6,2092,492,395.97
8,291,2271,316.01
3,1534,2892,174.67
2,2124,2905,8.87
6,2516,746,502.94
9,3377,427,321.63
10,405,1554,181.89
2,1178,2905,219.78
3,4942,2891,224.54
8,26,2376,207.89
9,2798,1736,281.55
4,98,2897,120.32
3,4779,2891,404.19
2,1350,2905,96.4
1,1492,112,227.65
7,2570,148,449.16
9,31,1551,294.79
7,4886,506,327.97
9,2382,2080,243.97
6,1030,2796,466.98
2,2323,2904,269.44
10,2086,2787,139.9
3,3139,2890,394.18
4,3573,2896,475.64
2,1035,2904,169.55
7,3374,2256,142.41
6,118,1860,210.15
4,1443,2895,392.17
1,485,112,141.23
1,2127,113,37.27
2,1995,2904,432.35
4,3239,2894,279.64
4,4842,2893,494.93
9,952,2930,439.61
6,496,1659,319.5
10,4610,2833,49.29
7,4967,1780,95.08
3,1555,2890,203.11
10,1752,2294,115.2
6,3703,478,44.65
6,4940,2210,372.39
4,4577,2893,190.53
6,4224,512,356.38
3,897,2890,503.43
6,3990,1823,82.82
2,1911,2903,117.6
6,4689,1304,449.83
4,3291,2893,470.46
1,2250,113,414.27
4,2467,2891,213.15
10,3038,891,395.83
6,2311,2179,504.33
8,1390,657,409.01
3,4635,2889,44.42
7,1394,2402,341.57
10,1064,532,372.99
7,4515,1524,299.8
2,2138,2902,430.21
4,3757,2891,249.56
9,2695,2805,367.98
9,71,1745,309.2
3,1512,2887,77.07
2,2487,2901,206.51
9,433,1005,395.31
10,4926,1113,76.89
6,4452,887,324.49
10,637,2730,17.65
10,2340,1992,399.5
6,2021,2114,328.02
7,974,426,83.3
8,4276,644,238.16
9,1318,665,435.72
7,2253,2766,91.62
1,3450,113,21.7
9,4944,1558,17.36
1,461,114,383.84
8,1396,531,122.28
4,2883,2890,437.21
8,2146,1840,22.48
6,2630,1049,83.17
1,2833,114,148.36
2,4996,2901,49.3
2,1071,2901,130.46
1,3571,114,191.57
7,4741,1406,23.9
10,2321,586,395.21
7,3897,1144,181.26
7,3522,2960,27.4
1,1936,115,121.02
3,594,2887,464.52
4,4398,2889,145.7
8,3936,1784,51
9,425,913,328.63
4,3946,2889,498.83
3,4060,2886,492.36
2,594,2900,484.75
1,2804,115,392.73
5,1342,2899,192.64
2,1693,2899,11.23
7,4291,99,96.31
7,3062,1432,40.23
2,4690,2899,11.62
8,1013,2047,450.46
2,2934,2898,355.88
7,1703,1120,396.55
6,4839,2983,408.57
8,4586,2651,42.87
7,121,512,81.95
1,2243,116,435.22
8,30,1168,439.49
7,1536,2128,498.28
7,4618,364,298.43
9,2274,1963,382.62
1,489,116,292.87
3,4013,2886,403.95
1,1277,116,473.03
9,3139,1375,332.84
10,2463,2638,260.87
7,1472,2256,453.29
6,130,1581,373.14
9,989,1495,147.56
9,1842,1091,386.16
8,4824,144,215.41
2,1514,2897,254.62
8,4296,361,499.57
2,3531,2897,225.82
4,4560,2888,287.09
3,1398,2885,215.34
7,3929,2369,189.61
9,3354,679,268.09
9,4437,556,130.7
1,4643,117,448.85
5,4789,2899,328.33
5,4320,2898,185.12
2,3707,2897,279.49
5,3195,2897,122.64
2,3007,2896,486.47
9,3948,2773,404.12
7,2690,2770,161.45
7,4584,1037,291.9
8,4873,2395,415.94
8,1024,1761,324.28
2,3001,2896,351.84
6,1462,902,116.52
4,3335,2887,387.59
10,2815,1066,95.96
2,939,2895,60.58
3,4642,2885,311.25
8,1845,895,109.57
1,4921,117,262.98
6,4926,1020,59.87
3,556,2884,367.18
4,3776,2886,350.69
8,4877,1236,316.83
8,3631,854,477.6
5,1065,2896,457.87
10,2893,2555,452.9
4,1837,2886,302.37
4,31,2886,45.93
5,4077,2896,396.62
9,1689,2796,324.12
8,2117,1073,193.37
7,3308,309,304.35
5,1093,2896,286.35
7,3861,2633,104.26
1,1140,117,178.49
7,1163,639,396.41
1,2135,118,217.4
2,4208,2895,65.66
10,3792,2511,211.91
9,1994,1535,503.45
8,278,178,181.28
2,904,2894,311.85
8,1460,2933,281.21
1,402,118,275.65
7,2678,2221,409.88
6,946,1628,325.84
1,3924,118,61.3
5,2710,2896,332.24
2,3281,2894,73.14
9,2848,2628,414.25
1,4799,119,124.86
3,3441,2881,149.1
2,2790,2894,298.03
4,4742,2886,256.92
7,2258,756,152.16
1,3433,120,487.74
9,3661,2043,122.62
4,4594,2884,291.78
4,326,2883,410.46
4,845,2883,291.2
10,1492,2943,33.7
9,3170,2548,279.84
4,553,2882,473.69
1,2341,121,481.84
5,1662,2896,436.34
5,555,2896,167.23
7,3348,875,43.61
1,1608,121,331.98
8,2950,670,136.73
6,2647,1469,474.83
3,634,2880,479.5
2,2857,2893,40.6
7,2423,2089,152.2
9,80,2949,466.57
6,1402,944,414.68
9,820,2322,428.31
1,3991,122,383.13
3,4600,2880,210.48
10,2150,2115,457.7
8,196,1382,324.6
9,4279,1758,62.41
2,1482,2892,211.14
7,788,2693,89.22
9,4684,2069,159.24
10,3914,114,319.6
2,2087,2892,280.27
3,698,2879,53.92
4,2052,2882,345.47
5,1317,2895,273.01
3,190,2878,198.44
8,4955,1227,203.58
5,2819,2895,434.66
3,3731,2876,239.65
8,4524,920,260.14
7,1249,926,437.96
9,3138,2478,338.36
1,3038,122,62.8
1,3334,123,157.86
6,237,1967,347.8
9,56,1309,364.72
8,504,2522,145.34
8,151,1037,318.45
9,2598,8,320.82
3,2295,2876,302.23
10,4844,639,297.84
9,3282,50,497.77
4,159,2880,398.74
9,4007,1396,265.96
2,2208,2892,43.02
4,53,2880,421.87
4,2848,2879,22.82
7,582,1038,238.96
7,3307,2067,145.76
8,1823,51,334.1
8,241,1384,58.24
3,844,2872,195.38
6,700,234,398
4,1291,2879,282.7
5,991,2895,457.59
8,3843,2768,66.73
4,3857,2876,48.05
4,2938,2876,278.16
5,842,2894,212.06
7,2729,1251,485.52
5,2715,2894,223.6
1,3911,124,103.2
10,167,2615,470.18
6,1348,2479,72
1,3296,126,91.14
2,3117,2892,391.57
5,2556,2893,468.23
8,3207,638,60.33
7,4974,2685,66.73
10,4072,1648,30.41
1,3696,126,10.47
5,3278,2893,167.4
4,2862,2876,272.1
5,2257,2893,471.34
9,2226,2237,103.63
2,984,2890,172.14
2,3349,2889,406.35
3,3479,2872,380.68
9,2092,2894,237.83
3,1908,2871,148.44
8,626,786,329.69
1,4169,128,373.02
1,1625,128,262.37
5,4533,2892,363.98
5,4564,2892,435.23
5,965,2892,71.25
9,2730,1208,475.86
1,108,129,198.46
10,1324,799,355.49
9,2678,2304,246.82
5,3113,2891,154.26
5,4261,2890,43.94
10,2993,970,20.24
2,4840,2889,224.23
10,2043,2407,36.28
6,96,337,142.84
6,1656,2375,80.93
1,4328,131,480.14
7,957,1570,432.5
4,2629,2875,437.18
10,1105,2690,466.36
4,3385,2875,186.09
1,2495,132,33.34
9,517,2416,313.22
4,4760,2874,111.77
9,4347,405,487.73
1,3804,134,22.36
8,4802,1316,191.61
1,537,134,90.39
4,2657,2873,452.31
3,4612,2870,81.32
2,2456,2889,417.13
2,635,2889,112.81
2,4024,2888,496.97
4,995,2873,133.66
2,208,2888,81.38
5,1872,2890,364.65
5,4732,2890,290.4
5,725,2889,217.81
6,785,19,417.73
3,1434,2869,281.75
10,3474,1913,365.77
5,3631,2889,180.54
3,405,2869,75.45
10,4391,2824,197.82
7,2508,1403,355.61
4,2042,2872,325.98
7,4261,1562,142.72
7,4471,1426,101.26
6,1019,1429,38.26
1,3961,134,351.63
5,313,2889,38.08
8,3628,487,103.27
4,809,2871,377.57
5,521,2888,293.34
2,3340,2887,12.21
5,2365,2888,412.22
5,3228,2885,205.23
3,4349,2869,32.17
3,1012,2868,161.87
9,4995,2234,318.94
1,2037,134,483.43
7,953,1298,277.46
4,2632,2870,454.4
2,3508,2886,493.66
7,3078,2122,113.12
3,1934,2867,451.3
9,3164,1699,32.08
5,1751,2885,441.63
3,816,2867,268.78
1,545,135,403.05
4,3396,2870,458.02
2,1548,2885,154.86
9,4963,1101,209.04
5,3872,2884,316.81
2,2945,2884,317.07
7,3409,2055,267.07
7,20,665,241.33
8,2490,1605,279.28
5,373,2883,435.61
7,600,264,226.12
1,4928,135,208.94
10,1710,2469,364.62
4,4175,2869,315.13
2,3193,2884,366.45
5,3589,2883,186.18
10,2060,2066,72.77
4,3889,2868,377.66
2,3578,2883,443.52
8,2677,567,14.38
3,993,2866,426.34
4,2251,2868,439.42
10,1972,1885,407.9
5,2158,2882,123.67
7,2120,1204,301.21
10,4925,1272,114.24
6,4613,557,334.73
10,4810,2808,163.03
9,1320,2621,463.03
2,3610,2883,338.66
9,2756,2007,336.15
4,384,2867,395.09
5,1910,2882,139.75
3,2796,2866,124.73
2,1583,2881,256.83
2,804,2879,415.93
6,4786,1482,6.64
4,1524,2867,437.73
9,456,1694,161.39
7,3034,2719,382.45
6,7,476,343.43
6,1498,2507,371.24
5,2732,2882,305.18
2,1986,2878,400.87
7,4263,608,319.35
10,4842,985,204.49
10,3875,1024,9.53
3,1548,2865,378.18
4,2639,2863,406.31
6,1135,2262,325.9
4,2983,2863,280.01
5,4989,2881,127.19
4,1065,2863,251.95
2,3602,2877,257.88
1,2543,136,35.93
10,2995,2280,7.12
1,1414,137,252.42
10,1874,1604,287.42
2,3716,2877,336.6
2,2687,2877,272.55
7,233,896,406.14
6,2177,533,41.56
6,4466,880,386.49
6,1102,2466,261.59
3,303,2865,502.98
6,4408,504,174.25
10,2565,2355,362.59
10,389,686,65.29
5,4281,2881,421.62
8,4534,741,164.78
8,2537,1819,260.82
10,1168,2067,262.51
2,2231,2876,281.12
8,3571,2766,410.68
6,186,135,149.27
4,1036,2862,87.77
10,2867,2438,40.14
1,4158,137,213.14
7,761,1132,372
9,273,1378,292.4
4,2413,2861,247.22
8,4692,315,442
5,4418,2881,314.43
2,1883,2875,460.11
4,4960,2860,230.36
1,184,139,376.43
2,3113,2875,360.99
2,3222,2875,31.96
7,2934,2219,271.84
4,4699,2860,6.42
1,2940,139,432.44
2,4183,2875,231.7
10,2843,2896,21.11
10,2045,1190,303.16
1,1313,140,96.67
9,4977,1733,248.62
2,2889,2873,52.78
1,1348,141,116.48
2,2033,2873,467.35
9,1705,108,187.66
5,2687,2880,227.74
8,1622,218,81.78
1,2911,142,63.48
3,1069,2863,182.4
6,138,1539,193.43
6,3044,2314,477.22
10,4010,2453,223.35
2,446,2872,33.11
1,185,142,325.16
8,4977,2758,154.89
7,191,220,73.01
3,1450,2862,73.84
8,1431,1161,411.42
9,1625,1930,455.11
6,1489,2786,71.82
7,3398,881,6.49
5,2268,2880,223.67
3,2137,2861,287.76
8,1544,550,22.99
2,817,2872,340.59
5,452,2879,362.2
1,775,142,185.12
9,741,819,197.13
9,3233,2231,92.2
6,2221,1686,465.21
5,2302,2879,41.28
9,3014,1390,160.17
10,2810,374,407.85
6,2302,518,191.16
10,3574,1874,493.31
6,2708,2971,148.76
7,902,2298,120.75
9,2441,601,173.08
9,3244,232,267
10,2323,2707,315.54
7,2641,2792,451.21
7,3943,1541,136.01
3,1246,2861,20.68
3,4560,2861,250.94
4,729,2860,332.72
5,1774,2878,107.01
8,86,2496,136.48
3,3851,2860,478.12
2,1659,2871,254.87
5,4257,2877,172.56
7,1739,2083,311.27
6,4322,844,336.81
8,138,1381,98.36
7,42,1527,246.59
2,3515,2871,481.39
4,2035,2860,126.54
3,168,2860,312.53
6,3484,1420,40.78
2,3639,2870,364.78
10,2929,2501,487.94
2,3077,2869,479.69
2,152,2868,85.65
2,3374,2868,201.91
9,1414,859,291.37
1,3003,142,366.14
6,1380,1104,372.39
10,4188,2296,115.48
7,3267,400,274.88
8,1093,1816,318.46
10,4307,368,70.44
7,2147,232,40.53
2,1590,2868,331.57
6,53,116,496.56
3,4574,2855,395.29
10,3194,2883,120.35
8,4025,688,458.65
5,2479,2874,179.24
3,1617,2855,317.7
4,4172,2859,165.71
5,3761,2873,269.64
3,773,2854,159.77
6,3963,632,221.75
10,577,2861,147.7
5,2889,2872,134.46
1,3849,142,197.21
2,505,2867,431.08
6,1068,2628,300.69
8,399,2873,177.57
5,309,2871,40.41
4,1117,2859,415.01
6,3701,170,380.15
1,321,143,477.24
2,1839,2866,274.79
4,1228,2859,334.47
5,2107,2871,394.96
4,961,2858,171.64
1,3584,144,443.98
2,3792,2865,207.56
10,2479,2174,16.22
8,183,2728,130.68
7,2453,31,497.61
10,2187,1535,373.09
7,374,293,383.27
2,308,2863,219.68
9,4111,2493,447.22
5,2997,2871,228.25
5,2275,2870,338.12
2,2044,2863,117.31
10,2448,2126,225.12
7,4660,1004,202.5
7,3869,2941,372.04
9,3721,2996,222.3
6,3934,906,429.5
1,4386,144,175.68
1,2167,145,207.53
3,3879,2851,217.21
7,2600,2668,479.5
5,1436,2870,331.69
6,568,2387,284.57
10,2877,2774,406.53
4,711,2858,48.57
7,2493,2810,234.58
10,2426,1799,421.17
6,3533,2346,241.73
2,2811,2862,135.07
8,3,1675,238.65
4,633,2858,68.67
2,3161,2862,503.41
2,745,2862,48.26
4,2586,2856,465.28
4,4684,2856,479.25
9,3794,1075,325.79
4,4488,2856,82.89
5,4389,2870,211.44
3,2936,2850,320.82
10,877,1185,188.14
3,2629,2849,346.17
2,2654,2862,372.59
4,1101,2855,41.65
5,3050,2870,17.61
1,2069,145,467.55
9,4845,1295,104.93
7,4276,2304,315.38
6,3289,2911,430.52
1,284,146,199.51
2,603,2861,176.97
5,2227,2870,296.1
1,1604,147,384.95
7,1068,2371,362.92
10,4604,1138,173.77
5,101,2869,400.87
10,4968,2034,486.55
10,4763,1530,174.75
1,1224,148,134.7
3,1624,2848,396.83
8,2427,2177,68.11
8,651,253,107.24
2,3292,2861,185.07
10,4805,600,360.35
9,963,2492,493.9
2,686,2860,360.57
4,626,2853,206.44
8,160,2534,105.07
10,2704,1699,314.97
1,3862,149,208.83
8,1740,735,152.53
3,2260,2848,480.72
5,1808,2869,279.48
7,3762,1939,344.58
1,73,150,419.5
3,3340,2848,25.94
10,2352,1993,248.67
4,85,2851,257.97
5,4366,2869,432.25
4,2734,2851,63.71
1,1930,150,384.35
8,2470,2742,136.86
3,4819,2847,354.24
8,1480,928,378.41
4,4232,2850,230.01
6,934,1628,191.73
5,1776,2869,462.75
3,791,2847,46.5
8,2992,484,309.51
6,471,1345,353.68
5,4531,2868,59.37
3,35,2846,324.5
9,3567,1846,26.72
6,3522,556,252.28
2,3686,2860,479.58
5,4797,2868,489.57
2,3967,2859,106.53
2,1774,2858,424.94
3,1199,2846,43.71
4,3302,2849,93.99
1,2151,151,96.93
1,1273,152,268.4
5,4505,2868,387.83
9,72,2891,9.27
10,4473,1579,448.05
2,2748,2858,161.73
10,1532,1409,118.16
3,879,2846,377.28
3,2111,2845,209.83
6,1282,1301,141.21
6,482,517,399.03
8,2353,1681,59.06
10,3755,109,286.07
8,1128,2897,487.97
5,2920,2866,7.43
8,2769,2110,437.33
2,137,2858,381.3
2,3680,2857,31.7
3,3493,2844,44.58
1,4277,154,454.29
3,827,2844,229.14
9,2810,2428,39.72
2,3024,2855,141.86
2,1221,2855,186.03
6,591,1856,370.26
10,4322,531,475.98
2,1201,2855,357.51
6,1372,228,287.64
5,1223,2866,272.4
9,2220,2600,54.46
9,2916,2976,416.44
4,1593,2848,305.83
3,4892,2843,114.36
5,4097,2865,414.98
4,3268,2848,352.54
6,2439,548,368.25
10,2040,985,259.95
10,1136,2358,337.81
9,4049,826,146.26
7,3932,237,351.7
1,112,155,122.57
7,1028,2786,272.71
5,1653,2864,139.63
8,1072,2929,129.68
4,509,2847,105.63
10,117,917,471.63
7,1292,1908,274.22
2,535,2854,32.5
4,3436,2845,417.51
8,2620,2873,54.98
5,3405,2864,42.78
3,1513,2841,456.35
7,486,1241,180.97
2,2107,2853,281.03
1,3429,155,341.82
9,3167,739,391.65
3,4394,2840,194.31
1,1206,156,197.31
10,4921,971,211.53
2,2262,2852,31.69
10,143,457,170.91
2,1678,2852,38.99
4,4459,2844,447.78
8,4410,985,67.27
1,2061,157,194.6
2,3858,2852,317.14
2,60,2849,378.99
3,3608,2839,161.16
4,2351,2844,142.64
2,3676,2848,261.08
2,733,2847,270.05
7,1189,1686,21.61
5,252,2864,381.43
4,4050,2844,124.25
7,2924,12,163.02
2,781,2845,207.29
6,3237,1057,161.55
4,2574,2842,429.65
5,698,2863,388.63
2,363,2845,81.67
10,2669,2519,91.73
10,2689,609,15.24
9,2541,111,484
3,3173,2838,334.28
6,1638,2123,175.32
2,3277,2845,30.89
8,4334,1165,301.65
7,2128,53,42.75
7,1638,1975,486.18
10,2635,862,321.91
6,2959,2284,311.06
6,2649,1204,404.68
7,256,2437,66.01
2,4477,2843,138.7
9,4835,2528,143.33
3,3351,2838,460.03
1,855,157,95.01
5,1059,2863,399.22
4,4284,2842,131.17
3,4195,2837,45.68
10,4306,260,20.04
8,1630,1393,116.58
3,3262,2837,357.23
10,1866,788,333.24
3,3704,2836,109.35
6,1738,2994,414.32
7,3211,950,218.89
1,296,157,450.56
4,1153,2841,355.9
1,1290,157,299.38
5,4963,2863,345.97
9,1732,1563,150.91
3,1233,2836,95.28
4,2378,2839,158.56
2,4189,2842,432.47
5,4708,2862,27.21
7,3951,1691,390.01
5,4062,2862,392.79
2,946,2841,12.56
2,1541,2841,227.14
10,42,2145,302.01
8,3985,2562,10.02
8,1340,2396,153.52
3,4998,2836,496.06
5,1859,2862,120.31
4,3601,2839,313.72
7,1934,1448,57.46
6,484,2317,347.9
7,2837,2588,110.72
9,3243,2942,125.66
9,2395,1410,387.62
9,3636,2160,498.76
9,2479,1041,124.41
5,4311,2861,308.2
2,2437,2840,99.15
4,2989,2836,495.47
10,1025,414,10.89
6,4742,1735,306.12
7,3879,1702,251.08
7,4563,921,274.05
8,2105,2164,11.38
9,4087,903,31.16
5,4959,2861,383.55
8,4044,705,184.67
7,4179,2415,296
9,295,1679,326.26
2,2816,2840,379.84
